CODGEO,LIBGEO,REG,DEP,E14TST,E14TS0ND,E14TS1,E14TS6,E14TS10,E14TS20,E14TS50,E14TS100,E14TS200,E14TS500
02372,Hartennes-et-Taux,22,02,24,17,3,0,3,1,0,0,0,0
02373,Hary,22,02,10,7,1,1,0,0,1,0,0,0
02374,Lehaucourt,22,02,21,18,2,0,1,0,0,0,0,0
02375,Hautevesnes,22,02,7,6,0,0,0,1,0,0,0,0
02376,Hauteville,22,02,4,4,0,0,0,0,0,0,0,0
02377,Haution,22,02,4,3,1,0,0,0,0,0,0,0
02378,La Hérie,22,02,6,6,0,0,0,0,0,0,0,0
02379,Le Hérie-la-Viéville,22,02,3,3,0,0,0,0,0,0,0,0
02380,Hinacourt,22,02,2,2,0,0,0,0,0,0,0,0
02381,Hirson,22,02,394,206,121,28,19,16,2,1,1,0
02382,Holnon,22,02,57,34,11,1,6,4,1,0,0,0
02383,Homblières,22,02,53,43,6,1,2,0,0,1,0,0
02384,Houry,22,02,2,2,0,0,0,0,0,0,0,0
02385,Housset,22,02,1,1,0,0,0,0,0,0,0,0
02386,Iron,22,02,8,7,1,0,0,0,0,0,0,0
02387,Itancourt,22,02,34,19,7,4,2,0,0,0,2,0
02388,Iviers,22,02,8,4,3,0,1,0,0,0,0,0
02389,Jaulgonne,22,02,40,29,10,1,0,0,0,0,0,0
02390,Jeancourt,22,02,4,3,1,0,0,0,0,0,0,0
02391,Jeantes,22,02,2,2,0,0,0,0,0,0,0,0
02392,Joncourt,22,02,9,8,1,0,0,0,0,0,0,0
02393,Jouaignes,22,02,4,3,1,0,0,0,0,0,0,0
02395,Jumencourt,22,02,3,3,0,0,0,0,0,0,0,0
02396,Jumigny,22,02,1,1,0,0,0,0,0,0,0,0
02397,Jussy,22,02,39,21,14,0,3,0,0,1,0,0
02398,Juvigny,22,02,5,4,0,0,1,0,0,0,0,0
02399,Juvincourt-et-Damary,22,02,16,11,2,1,1,1,0,0,0,0
02400,Laffaux,22,02,2,0,2,0,0,0,0,0,0,0
02401,Laigny,22,02,10,7,3,0,0,0,0,0,0,0
02402,Lanchy,22,02,3,3,0,0,0,0,0,0,0,0
02403,Landifay-et-Bertaignemont,22,02,4,3,1,0,0,0,0,0,0,0
02404,Landouzy-la-Cour,22,02,9,8,1,0,0,0,0,0,0,0
02405,Landouzy-la-Ville,22,02,11,8,3,0,0,0,0,0,0,0
02406,Landricourt,22,02,8,7,1,0,0,0,0,0,0,0
02407,Laniscourt,22,02,6,3,2,1,0,0,0,0,0,0
02408,Laon,22,02,1373,732,433,85,67,37,9,5,5,0
02409,Lappion,22,02,7,5,2,0,0,0,0,0,0,0
02410,Largny-sur-Automne,22,02,5,4,1,0,0,0,0,0,0,0
02411,Latilly,22,02,9,5,4,0,0,0,0,0,0,0
02412,Launoy,22,02,4,2,2,0,0,0,0,0,0,0
02413,Laval-en-Laonnois,22,02,11,7,3,0,0,1,0,0,0,0
02414,Lavaqueresse,22,02,0,0,0,0,0,0,0,0,0,0
02415,Laversine,22,02,5,3,2,0,0,0,0,0,0,0
02416,Lemé,22,02,8,6,2,0,0,0,0,0,0,0
02417,Lempire,22,02,4,2,2,0,0,0,0,0,0,0
02418,Lerzy,22,02,3,2,1,0,0,0,0,0,0,0
02419,Leschelle,22,02,10,6,3,0,1,0,0,0,0,0
02420,Lesdins,22,02,32,19,12,1,0,0,0,0,0,0
02421,Lesges,22,02,0,0,0,0,0,0,0,0,0,0
02422,Lesquielles-Saint-Germain,22,02,14,10,4,0,0,0,0,0,0,0
02423,Leuilly-sous-Coucy,22,02,11,9,1,0,1,0,0,0,0,0
02424,Leury,22,02,6,5,1,0,0,0,0,0,0,0
02425,Leuze,22,02,3,2,1,0,0,0,0,0,0,0
02426,Levergies,22,02,13,9,2,1,1,0,0,0,0,0
02427,Lhuys,22,02,9,8,1,0,0,0,0,0,0,0
02428,Licy-Clignon,22,02,0,0,0,0,0,0,0,0,0,0
02429,Lierval,22,02,4,3,1,0,0,0,0,0,0,0
02430,Liesse-Notre-Dame,22,02,36,21,13,1,0,0,1,0,0,0
02431,Liez,22,02,4,3,1,0,0,0,0,0,0,0
02432,Limé,22,02,10,9,1,0,0,0,0,0,0,0
02433,Lislet,22,02,19,12,5,0,0,2,0,0,0,0
02434,Lizy,22,02,5,3,2,0,0,0,0,0,0,0
02435,Logny-lès-Aubenton,22,02,0,0,0,0,0,0,0,0,0,0
02438,Longpont,22,02,10,5,3,1,1,0,0,0,0,0
02439,Longueval-Barbonval,22,02,28,14,9,1,4,0,0,0,0,0
02440,Lor,22,02,7,6,0,1,0,0,0,0,0,0
02441,Louâtre,22,02,8,7,0,0,1,0,0,0,0,0
02442,Loupeigne,22,02,1,1,0,0,0,0,0,0,0,0
02443,Lucy-le-Bocage,22,02,6,4,1,1,0,0,0,0,0,0
02444,Lugny,22,02,2,0,2,0,0,0,0,0,0,0
02445,Luzoir,22,02,5,3,2,0,0,0,0,0,0,0
02446,Ly-Fontaine,22,02,1,1,0,0,0,0,0,0,0,0
02447,Maast-et-Violaine,22,02,5,4,1,0,0,0,0,0,0,0
02448,Mâchecourt,22,02,1,0,1,0,0,0,0,0,0,0
02449,Macogny,22,02,5,4,1,0,0,0,0,0,0,0
02450,Macquigny,22,02,10,5,4,0,1,0,0,0,0,0
02451,Magny-la-Fosse,22,02,2,0,1,0,0,1,0,0,0,0
02452,Maissemy,22,02,8,6,1,1,0,0,0,0,0,0
02453,Maizy,22,02,28,21,5,1,0,1,0,0,0,0
02454,La Malmaison,22,02,10,8,2,0,0,0,0,0,0,0
02455,Malzy,22,02,6,4,2,0,0,0,0,0,0,0
02456,Manicamp,22,02,7,6,1,0,0,0,0,0,0,0
02457,Marchais,22,02,6,3,1,0,1,0,1,0,0,0
02458,Marchais-en-Brie,22,02,9,7,1,1,0,0,0,0,0,0
02459,Marcy,22,02,11,6,4,0,0,1,0,0,0,0
02460,Marcy-sous-Marle,22,02,2,2,0,0,0,0,0,0,0,0
02461,Marest-Dampcourt,22,02,13,8,4,0,1,0,0,0,0,0
02462,Mareuil-en-Dôle,22,02,7,7,0,0,0,0,0,0,0,0
02463,Marfontaine,22,02,2,1,1,0,0,0,0,0,0,0
02464,Margival,22,02,21,11,4,6,0,0,0,0,0,0
02465,Marigny-en-Orxois,22,02,17,16,1,0,0,0,0,0,0,0
02466,Marizy-Sainte-Geneviève,22,02,5,4,1,0,0,0,0,0,0,0
02467,Marizy-Saint-Mard,22,02,1,0,0,1,0,0,0,0,0,0
02468,Marle,22,02,119,62,36,7,7,4,1,1,1,0
02469,Marly-Gomont,22,02,21,14,7,0,0,0,0,0,0,0
02470,Martigny,22,02,11,8,2,1,0,0,0,0,0,0
02471,Martigny-Courpierre,22,02,8,7,1,0,0,0,0,0,0,0
02472,Mauregny-en-Haye,22,02,20,16,1,0,1,2,0,0,0,0
02473,Mayot,22,02,4,3,1,0,0,0,0,0,0,0
02474,Mennessis,22,02,10,9,1,0,0,0,0,0,0,0
02475,Menneville,22,02,9,8,1,0,0,0,0,0,0,0
02476,Mennevret,22,02,18,11,4,1,1,1,0,0,0,0
02477,Mercin-et-Vaux,22,02,67,42,15,4,2,1,2,1,0,0
02478,Merlieux-et-Fouquerolles,22,02,3,2,1,0,0,0,0,0,0,0
02479,Merval,22,02,1,1,0,0,0,0,0,0,0,0
02480,Mesbrecourt-Richecourt,22,02,12,11,1,0,0,0,0,0,0,0
02481,Mesnil-Saint-Laurent,22,02,16,12,3,0,0,1,0,0,0,0
02482,Meurival,22,02,1,1,0,0,0,0,0,0,0,0
02483,Mézières-sur-Oise,22,02,21,15,5,1,0,0,0,0,0,0
02484,Mézy-Moulins,22,02,12,8,4,0,0,0,0,0,0,0
02485,Missy-aux-Bois,22,02,5,4,0,0,0,1,0,0,0,0
02486,Missy-lès-Pierrepont,22,02,4,4,0,0,0,0,0,0,0,0
02487,Missy-sur-Aisne,22,02,13,7,6,0,0,0,0,0,0,0
02488,Molain,22,02,2,2,0,0,0,0,0,0,0,0
02489,Molinchart,22,02,15,11,3,1,0,0,0,0,0,0
02490,Monampteuil,22,02,7,5,2,0,0,0,0,0,0,0
02491,Monceau-le-Neuf-et-Faucouzy,22,02,15,11,4,0,0,0,0,0,0,0
02492,Monceau-lès-Leups,22,02,9,7,2,0,0,0,0,0,0,0
02493,Monceau-le-Waast,22,02,5,3,1,0,1,0,0,0,0,0
02494,Monceau-sur-Oise,22,02,7,5,2,0,0,0,0,0,0,0
02495,Mondrepuis,22,02,27,19,7,0,0,1,0,0,0,0
02496,Monnes,22,02,1,1,0,0,0,0,0,0,0,0
02497,Mons-en-Laonnois,22,02,33,24,7,0,2,0,0,0,0,0
02498,Montaigu,22,02,32,25,6,1,0,0,0,0,0,0
02499,Montbavin,22,02,6,6,0,0,0,0,0,0,0,0
02500,Montbrehain,22,02,21,17,4,0,0,0,0,0,0,0
02501,Montchâlons,22,02,0,0,0,0,0,0,0,0,0,0
02502,Montcornet,22,02,98,55,27,5,5,3,2,1,0,0
02503,Mont-d'Origny,22,02,19,12,7,0,0,0,0,0,0,0
02504,Montescourt-Lizerolles,22,02,34,25,6,2,0,0,1,0,0,0
02505,Montfaucon,22,02,10,7,1,2,0,0,0,0,0,0
02506,Montgobert,22,02,12,10,2,0,0,0,0,0,0,0
02507,Montgru-Saint-Hilaire,22,02,3,1,0,0,0,1,1,0,0,0
02508,Monthenault,22,02,8,6,2,0,0,0,0,0,0,0
02509,Monthiers,22,02,12,9,1,1,0,1,0,0,0,0
02510,Monthurel,22,02,3,2,1,0,0,0,0,0,0,0
02511,Montigny-en-Arrouaise,22,02,5,3,0,2,0,0,0,0,0,0
02512,Montigny-l'Allier,22,02,5,3,2,0,0,0,0,0,0,0
02513,Montigny-le-Franc,22,02,3,0,3,0,0,0,0,0,0,0
02514,Montigny-Lengrain,22,02,36,23,10,0,0,0,1,1,1,0
02515,Montigny-lès-Condé,22,02,1,1,0,0,0,0,0,0,0,0
02516,Montigny-sous-Marle,22,02,1,1,0,0,0,0,0,0,0,0
02517,Montigny-sur-Crécy,22,02,7,7,0,0,0,0,0,0,0,0
02518,Montlevon,22,02,11,11,0,0,0,0,0,0,0,0
02519,Montloué,22,02,6,6,0,0,0,0,0,0,0,0
02520,Mont-Notre-Dame,22,02,21,11,8,0,0,1,1,0,0,0
02521,Montreuil-aux-Lions,22,02,77,55,16,4,1,1,0,0,0,0
02522,Mont-Saint-Jean,22,02,3,2,1,0,0,0,0,0,0,0
02523,Mont-Saint-Martin,22,02,3,3,0,0,0,0,0,0,0,0
02524,Mont-Saint-Père,22,02,22,15,6,0,1,0,0,0,0,0
02525,Morcourt,22,02,37,17,7,3,1,5,1,2,1,0
02526,Morgny-en-Thiérache,22,02,0,0,0,0,0,0,0,0,0,0
02527,Morsain,22,02,16,11,3,2,0,0,0,0,0,0
02528,Mortefontaine,22,02,10,8,2,0,0,0,0,0,0,0
02529,Mortiers,22,02,3,2,1,0,0,0,0,0,0,0
02530,Moulins,22,02,4,4,0,0,0,0,0,0,0,0
02531,Moussy-Verneuil,22,02,3,3,0,0,0,0,0,0,0,0
02532,Moÿ-de-l'Aisne,22,02,38,25,10,2,0,1,0,0,0,0
02533,Muret-et-Crouttes,22,02,3,3,0,0,0,0,0,0,0,0
02534,Muscourt,22,02,3,3,0,0,0,0,0,0,0,0
02535,Nampcelles-la-Cour,22,02,4,3,1,0,0,0,0,0,0,0
02536,Nampteuil-sous-Muret,22,02,0,0,0,0,0,0,0,0,0,0
02537,Nanteuil-la-Fosse,22,02,10,9,1,0,0,0,0,0,0,0
02538,Nanteuil-Notre-Dame,22,02,2,0,1,1,0,0,0,0,0,0
02539,Nauroy,22,02,23,23,0,0,0,0,0,0,0,0
02540,Nesles-la-Montagne,22,02,29,27,1,0,1,0,0,0,0,0
02541,Neufchâtel-sur-Aisne,22,02,17,10,6,0,1,0,0,0,0,0
02542,Neuflieux,22,02,1,1,0,0,0,0,0,0,0,0
02543,Neuilly-Saint-Front,22,02,97,61,28,3,2,3,0,0,0,0
02544,Neuve-Maison,22,02,13,7,5,1,0,0,0,0,0,0
02545,La Neuville-Bosmont,22,02,10,8,0,0,1,1,0,0,0,0
02546,La Neuville-en-Beine,22,02,5,5,0,0,0,0,0,0,0,0
02547,La Neuville-Housset,22,02,1,0,0,1,0,0,0,0,0,0
02548,La Neuville-lès-Dorengt,22,02,15,9,4,0,2,0,0,0,0,0
02549,Neuville-Saint-Amand,22,02,43,28,9,0,4,1,1,0,0,0
02550,Neuville-sur-Ailette,22,02,8,8,0,0,0,0,0,0,0,0
02551,Neuville-sur-Margival,22,02,5,4,1,0,0,0,0,0,0,0
02552,Neuvillette,22,02,6,4,2,0,0,0,0,0,0,0
02553,Nizy-le-Comte,22,02,13,10,2,0,1,0,0,0,0,0
02554,Nogentel,22,02,31,23,6,0,2,0,0,0,0,0
02555,Nogent-l'Artaud,22,02,69,50,13,2,2,1,1,0,0,0
02556,Noircourt,22,02,2,2,0,0,0,0,0,0,0,0
02557,Noroy-sur-Ourcq,22,02,5,4,1,0,0,0,0,0,0,0
02558,Le Nouvion-en-Thiérache,22,02,123,74,36,6,2,2,1,1,1,0
02559,Nouvion-et-Catillon,22,02,14,7,7,0,0,0,0,0,0,0
02560,Nouvion-le-Comte,22,02,7,4,2,0,1,0,0,0,0,0
02561,Nouvion-le-Vineux,22,02,9,6,2,0,1,0,0,0,0,0
02562,Nouvron-Vingré,22,02,1,1,0,0,0,0,0,0,0,0
02563,Noyales,22,02,5,4,1,0,0,0,0,0,0,0
02564,Noyant-et-Aconin,22,02,9,7,1,0,0,0,0,1,0,0
02565,OEuilly,22,02,10,8,2,0,0,0,0,0,0,0
02566,Ognes,22,02,31,23,7,0,1,0,0,0,0,0
02567,Ohis,22,02,9,7,2,0,0,0,0,0,0,0
02568,Oigny-en-Valois,22,02,8,7,1,0,0,0,0,0,0,0
02569,Oisy,22,02,7,6,1,0,0,0,0,0,0,0
02570,Ollezy,22,02,5,5,0,0,0,0,0,0,0,0
02571,Omissy,22,02,18,14,3,1,0,0,0,0,0,0
02572,Orainville,22,02,13,10,3,0,0,0,0,0,0,0
02573,Orgeval,22,02,4,3,1,0,0,0,0,0,0,0
02574,Origny-en-Thiérache,22,02,49,36,7,1,1,2,1,1,0,0
02575,Origny-Sainte-Benoite,22,02,97,66,23,3,2,2,0,0,1,0
02576,Osly-Courtil,22,02,11,9,1,1,0,0,0,0,0,0
02577,Ostel,22,02,4,2,2,0,0,0,0,0,0,0
02578,Oulches-la-Vallée-Foulon,22,02,1,1,0,0,0,0,0,0,0,0
02579,Oulchy-la-Ville,22,02,3,2,1,0,0,0,0,0,0,0
02580,Oulchy-le-Château,22,02,58,47,7,1,2,1,0,0,0,0
02581,Paars,22,02,9,9,0,0,0,0,0,0,0,0
02582,Paissy,22,02,4,3,1,0,0,0,0,0,0,0
02583,Pancy-Courtecon,22,02,2,2,0,0,0,0,0,0,0,0
02584,Papleux,22,02,2,2,0,0,0,0,0,0,0,0
02585,Parcy-et-Tigny,22,02,10,7,3,0,0,0,0,0,0,0
02586,Parfondeval,22,02,5,5,0,0,0,0,0,0,0,0
02587,Parfondru,22,02,7,6,1,0,0,0,0,0,0,0
02588,Pargnan,22,02,2,2,0,0,0,0,0,0,0,0
02589,Pargny-Filain,22,02,9,7,2,0,0,0,0,0,0,0
02590,Pargny-la-Dhuys,22,02,7,7,0,0,0,0,0,0,0,0
02591,Pargny-les-Bois,22,02,3,3,0,0,0,0,0,0,0,0
02592,Parpeville,22,02,6,5,1,0,0,0,0,0,0,0
02593,Pasly,22,02,24,19,3,2,0,0,0,0,0,0
02594,Passy-en-Valois,22,02,8,7,1,0,0,0,0,0,0,0
02595,Passy-sur-Marne,22,02,8,4,2,2,0,0,0,0,0,0
02596,Pavant,22,02,23,19,4,0,0,0,0,0,0,0
02597,Perles,22,02,10,9,1,0,0,0,0,0,0,0
02598,Pernant,22,02,24,16,6,2,0,0,0,0,0,0
02599,Pierremande,22,02,12,12,0,0,0,0,0,0,0,0
02600,Pierrepont,22,02,17,13,4,0,0,0,0,0,0,0
02601,Pignicourt,22,02,9,8,1,0,0,0,0,0,0,0
02602,Pinon,22,02,66,43,12,3,4,2,2,0,0,0
